label_disease_nm,gender,age,breed,eye_position,age_mean
결막염,수컷,6,데본 렉스,왼쪽눈,3.81
결막염,수컷,6,데본 렉스,오른쪽눈,3.81
결막염,수컷,6,데본 렉스,오른쪽눈,3.81
결막염,수컷,6,데본 렉스,왼쪽눈,3.81
결막염,수컷,6,데본 렉스,왼쪽눈,3.81
결막염,수컷,0,데본 렉스,왼쪽눈,3.81
결막염,수컷,6,데본 렉스,오른쪽눈,3.81
결막염,수컷,0,데본 렉스,오른쪽눈,3.81
결막염,수컷,6,데본 렉스,왼쪽눈,3.81
결막염,수컷,0,데본 렉스,왼쪽눈,3.81
결막염,수컷,0,데본 렉스,오른쪽눈,3.81
결막염,수컷,6,데본 렉스,오른쪽눈,3.81
결막염,수컷,6,데본 렉스,오른쪽눈,3.81
결막염,수컷,6,데본 렉스,왼쪽눈,3.81
결막염,수컷,6,데본 렉스,왼쪽눈,3.81
결막염,수컷,0,데본 렉스,오른쪽눈,3.81
결막염,수컷,6,데본 렉스,오른쪽눈,3.81
결막염,수컷,5,데본 렉스,오른쪽눈,3.81
결막염,수컷,5,데본 렉스,오른쪽눈,3.81
결막염,수컷,5,데본 렉스,오른쪽눈,3.81
결막염,수컷,5,데본 렉스,왼쪽눈,3.81
결막염,수컷,5,데본 렉스,오른쪽눈,3.81
결막염,수컷,5,데본 렉스,오른쪽눈,3.81
결막염,수컷,2,데본 렉스,왼쪽눈,3.81
결막염,수컷,0,데본 렉스,오른쪽눈,3.81
결막염,수컷,5,데본 렉스,오른쪽눈,3.81
결막염,수컷,0,데본 렉스,왼쪽눈,3.81
결막염,수컷,0,데본 렉스,왼쪽눈,3.81
결막염,수컷,5,데본 렉스,오른쪽눈,3.81
결막염,수컷,5,데본 렉스,오른쪽눈,3.81
결막염,수컷,5,데본 렉스,오른쪽눈,3.81
결막염,수컷,5,데본 렉스,오른쪽눈,3.81
결막염,암컷,4,랙돌,왼쪽눈,2.52
결막염,수컷,0,랙돌,오른쪽눈,2.52
결막염,수컷,0,랙돌,오른쪽눈,2.52
결막염,암컷,0,랙돌,오른쪽눈,2.52
결막염,암컷,4,랙돌,왼쪽눈,2.52
결막염,암컷,4,랙돌,오른쪽눈,2.52
결막염,수컷,0,랙돌,오른쪽눈,2.52
결막염,암컷,0,랙돌,왼쪽눈,2.52
결막염,수컷,0,랙돌,오른쪽눈,2.52
결막염,암컷,4,랙돌,오른쪽눈,2.52
결막염,수컷,4,랙돌,오른쪽눈,2.52
결막염,수컷,4,랙돌,왼쪽눈,2.52
결막염,수컷,4,랙돌,왼쪽눈,2.52
결막염,암컷,4,랙돌,왼쪽눈,2.52
결막염,수컷,4,랙돌,왼쪽눈,2.52
결막염,수컷,4,랙돌,왼쪽눈,2.52
결막염,수컷,4,랙돌,오른쪽눈,2.52
결막염,수컷,1,랙돌,오른쪽눈,2.52
결막염,수컷,4,랙돌,왼쪽눈,2.52
결막염,수컷,4,랙돌,오른쪽눈,2.52
결막염,수컷,4,랙돌,왼쪽눈,2.52
결막염,수컷,4,랙돌,오른쪽눈,2.52
결막염,수컷,4,랙돌,왼쪽눈,2.52
결막염,수컷,1,랙돌,오른쪽눈,2.52
결막염,수컷,4,랙돌,오른쪽눈,2.52
결막염,수컷,4,랙돌,오른쪽눈,2.52
결막염,수컷,1,랙돌,왼쪽눈,2.52
결막염,암컷,4,랙돌,왼쪽눈,2.52
결막염,수컷,1,랙돌,오른쪽눈,2.52
결막염,수컷,4,랙돌,왼쪽눈,2.52
결막염,수컷,4,랙돌,왼쪽눈,2.52
결막염,암컷,0,랙돌,왼쪽눈,2.52
결막염,수컷,1,랙돌,왼쪽눈,2.52
결막염,수컷,4,랙돌,오른쪽눈,2.52
결막염,수컷,1,랙돌,오른쪽눈,2.52
결막염,수컷,1,랙돌,왼쪽눈,2.52
결막염,수컷,4,랙돌,오른쪽눈,2.52
결막염,수컷,4,랙돌,오른쪽눈,2.52
결막염,수컷,1,랙돌,오른쪽눈,2.52
결막염,수컷,1,랙돌,왼쪽눈,2.52
결막염,수컷,1,랙돌,왼쪽눈,2.52
결막염,수컷,1,랙돌,왼쪽눈,2.52
결막염,수컷,1,랙돌,오른쪽눈,2.52
결막염,암컷,0,랙돌,왼쪽눈,2.52
결막염,수컷,4,랙돌,왼쪽눈,2.52
결막염,암컷,0,랙돌,오른쪽눈,2.52
결막염,암컷,4,랙돌,오른쪽눈,2.52
결막염,수컷,4,랙돌,오른쪽눈,2.52
결막염,수컷,4,랙돌,오른쪽눈,2.52
결막염,암컷,0,랙돌,오른쪽눈,2.52
결막염,수컷,4,랙돌,왼쪽눈,2.52
결막염,암컷,3,랙돌,왼쪽눈,2.52
결막염,암컷,2,러시안 블루,오른쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,3,러시안 블루,왼쪽눈,3.45
결막염,수컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,암컷,5,러시안 블루,오른쪽눈,3.45
결막염,암컷,5,러시안 블루,오른쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,수컷,0,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,왼쪽눈,3.45
결막염,수컷,10,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,수컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,수컷,0,러시안 블루,오른쪽눈,3.45
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,수컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,수컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,수컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,5,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,암컷,3,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,수컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,2,러시안 블루,오른쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,3,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,왼쪽눈,3.45
결막염,수컷,10,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,수컷,0,러시안 블루,왼쪽눈,3.45
결막염,암컷,3,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,암컷,3,러시안 블루,왼쪽눈,3.45
결막염,수컷,1,러시안 블루,왼쪽눈,3.45
결막염,암컷,3,러시안 블루,왼쪽눈,3.45
결막염,암컷,2,러시안 블루,오른쪽눈,3.45
결막염,수컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,수컷,0,러시안 블루,오른쪽눈,3.45
결막염,암컷,3,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,2,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,3,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,5,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,수컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,0,러시안 블루,오른쪽눈,3.45
결막염,암컷,8,러시안 블루,왼쪽눈,3.45
결막염,암컷,8,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,수컷,1,러시안 블루,오른쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,5,러시안 블루,오른쪽눈,3.45
결막염,암컷,5,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,수컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,왼쪽눈,3.45
결막염,암컷,5,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,수컷,7,러시안 블루,오른쪽눈,3.45
결막염,암컷,3,러시안 블루,왼쪽눈,3.45
결막염,암컷,5,러시안 블루,왼쪽눈,3.45
결막염,암컷,5,러시안 블루,오른쪽눈,3.45
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,러시안 블루,왼쪽눈,3.45
결막염,암컷,3,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,러시안 블루,왼쪽눈,3.45
결막염,암컷,3,러시안 블루,오른쪽눈,3.45
결막염,암컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,5,러시안 블루,오른쪽눈,3.45
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,0,러시안 블루,오른쪽눈,3.45
결막염,암컷,5,러시안 블루,왼쪽눈,3.45
결막염,암컷,3,러시안 블루,오른쪽눈,3.45
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,수컷,7,러시안 블루,왼쪽눈,3.45
결막염,암컷,5,러시안 블루,오른쪽눈,3.45
결막염,암컷,5,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,5,러시안 블루,오른쪽눈,3.45
결막염,암컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,3,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,3,러시안 블루,오른쪽눈,3.45
결막염,암컷,5,러시안 블루,왼쪽눈,3.45
결막염,암컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,5,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,암컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,0,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,왼쪽눈,3.45
결막염,암컷,5,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,3,러시안 블루,오른쪽눈,3.45
결막염,수컷,7,러시안 블루,왼쪽눈,3.45
결막염,암컷,0,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,수컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,5,러시안 블루,오른쪽눈,3.45
결막염,암컷,5,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,러시안 블루,왼쪽눈,3.45
결막염,암컷,5,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,암컷,3,러시안 블루,왼쪽눈,3.45
결막염,암컷,5,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,암컷,2,러시안 블루,왼쪽눈,3.45
결막염,수컷,1,러시안 블루,왼쪽눈,3.45
결막염,암컷,5,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,수컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,2,러시안 블루,왼쪽눈,3.45
결막염,수컷,7,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,3,러시안 블루,오른쪽눈,3.45
결막염,암컷,3,러시안 블루,왼쪽눈,3.45
결막염,암컷,5,러시안 블루,오른쪽눈,3.45
결막염,암컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,0,러시안 블루,오른쪽눈,3.45
결막염,암컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,3,러시안 블루,오른쪽눈,3.45
결막염,암컷,5,러시안 블루,오른쪽눈,3.45
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,수컷,1,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,3,러시안 블루,왼쪽눈,3.45
결막염,수컷,7,러시안 블루,오른쪽눈,3.45
결막염,수컷,7,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,수컷,7,러시안 블루,오른쪽눈,3.45
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,수컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,3,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,수컷,7,러시안 블루,오른쪽눈,3.45
결막염,암컷,3,러시안 블루,오른쪽눈,3.45
결막염,암컷,5,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,3,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,왼쪽눈,3.45
결막염,수컷,1,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,왼쪽눈,3.45
결막염,수컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,5,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,5,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,2,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,수컷,7,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,5,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,수컷,7,러시안 블루,오른쪽눈,3.45
결막염,암컷,2,러시안 블루,오른쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,2,러시안 블루,오른쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,3,러시안 블루,오른쪽눈,3.45
결막염,수컷,2,러시안 블루,왼쪽눈,3.45
결막염,수컷,7,러시안 블루,오른쪽눈,3.45
결막염,암컷,0,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,수컷,1,러시안 블루,왼쪽눈,3.45
결막염,수컷,7,러시안 블루,왼쪽눈,3.45
결막염,암컷,5,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,수컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,5,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,수컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,왼쪽눈,3.45
결막염,수컷,7,러시안 블루,오른쪽눈,3.45
결막염,암컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,수컷,7,러시안 블루,왼쪽눈,3.45
결막염,수컷,7,러시안 블루,왼쪽눈,3.45
결막염,암컷,3,러시안 블루,오른쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,암컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,3,러시안 블루,오른쪽눈,3.45
결막염,수컷,1,러시안 블루,오른쪽눈,3.45
결막염,수컷,7,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,0,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,5,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,3,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,수컷,7,러시안 블루,왼쪽눈,3.45
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,왼쪽눈,3.45
결막염,수컷,7,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,5,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,3,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,3,러시안 블루,왼쪽눈,3.45
결막염,암컷,0,러시안 블루,왼쪽눈,3.45
결막염,암컷,5,러시안 블루,오른쪽눈,3.45
결막염,수컷,2,러시안 블루,오른쪽눈,3.45
